,total_sqft,bath,balcony,price,bhk,area_type_le,location_le
11284,1880.0,3.0,2.0,96.5,3,3,36
11285,1322.5,3.0,0.0,40.985,3,3,229
11286,1175.0,2.0,2.0,38.0,2,3,58
11287,1407.0,2.0,1.0,98.49,2,0,113
11288,1000.0,2.0,2.0,50.0,2,3,230
11289,1518.0,3.0,3.0,75.0,3,3,76
11290,3600.0,4.0,2.0,300.0,4,2,235
11291,1027.0,2.0,1.0,67.0,2,3,218
11292,3730.0,6.0,2.0,430.0,4,3,235
11293,1145.0,2.0,2.0,46.0,2,0,90
11294,1260.0,2.0,2.0,113.0,2,3,190
11295,1500.0,2.0,3.0,47.25,3,3,41
11296,1737.0,2.0,1.0,57.32,3,3,221
11298,1600.0,4.0,1.0,120.0,3,2,235
11299,1500.0,3.0,2.0,135.0,3,0,95
11300,1120.0,2.0,0.0,60.0,2,2,235
11301,1200.0,4.0,1.0,240.0,3,2,31
11302,1030.0,2.0,1.0,46.5,2,3,97
11303,2500.0,6.0,1.0,88.0,6,0,86
11304,1057.0,2.0,1.0,35.0,2,3,127
11305,2774.0,4.0,3.0,208.0,4,3,178
11306,1460.0,2.0,2.0,38.5,2,3,214
11307,1075.0,2.0,1.0,53.7,2,3,101
11308,1080.0,2.0,1.0,60.0,3,3,168
11309,3626.0,5.0,3.0,788.0,4,3,142
11311,1139.7,2.0,1.0,45.0,2,3,206
11312,1074.0,2.0,1.0,42.8,2,3,229
11313,1200.0,2.0,1.0,46.13,2,2,229
11314,2425.0,5.0,1.0,175.0,4,3,199
11315,1323.0,2.0,2.0,74.0,2,3,199
11316,1232.0,2.0,1.0,69.61,2,3,97
11317,900.0,2.0,1.0,40.0,2,3,123
11318,740.0,1.0,1.0,23.65,1,3,200
11319,1920.0,3.0,2.0,134.0,3,3,93
11321,1550.0,3.0,2.0,96.0,3,3,36
11322,1588.0,2.0,3.0,90.0,3,3,87
11323,2300.0,4.0,1.0,240.0,3,0,190
11324,3600.0,8.0,2.0,165.0,9,0,187
11325,1308.0,2.0,1.0,86.0,2,0,235
11326,1340.0,2.0,2.0,54.27,3,3,96
11327,3280.0,9.0,3.0,450.0,1,2,143
11328,2170.0,3.0,2.0,265.0,4,0,235
11329,1719.0,3.0,2.0,135.0,3,3,214
11330,1107.83,2.0,1.0,41.51,2,3,99
11331,1200.0,2.0,1.0,45.84,2,2,229
11332,1090.0,2.0,1.0,31.48,1,0,76
11334,1660.0,3.0,2.0,104.0,3,3,112
11335,1247.0,2.0,1.0,58.56,2,3,173
11336,1595.0,3.0,2.0,96.0,3,3,214
11337,1175.0,2.0,2.0,50.0,2,3,120
11339,1184.0,2.0,1.0,78.0,2,3,178
11340,1100.0,2.0,2.0,55.0,2,3,235
11341,935.0,2.0,0.0,78.0,2,2,135
11342,1200.0,2.0,2.0,60.0,2,0,231
11343,2400.0,5.0,1.0,408.0,5,2,190
11344,1000.0,2.0,1.0,45.0,2,3,235
11345,1000.0,2.0,0.0,52.0,2,0,220
11346,1705.0,3.0,2.0,85.0,3,3,231
11347,1060.0,2.0,2.0,58.3,3,0,218
11348,2325.0,4.0,1.0,120.0,4,2,59
11349,1347.0,2.0,2.0,55.0,3,3,235
11351,1402.0,2.0,2.0,95.0,2,3,221
11352,2280.0,4.0,2.0,125.0,3,3,229
11353,1225.0,2.0,2.0,71.05,2,3,235
11354,1080.0,2.0,1.0,53.0,2,3,4
11356,1919.0,3.0,0.0,300.0,3,3,235
11357,1100.0,2.0,2.0,42.6,2,0,41
11358,2500.0,4.0,3.0,225.0,4,3,199
11359,1200.0,2.0,2.0,78.0,2,3,36
11360,1565.0,2.0,2.0,57.91,3,3,41
11361,1200.0,3.0,0.0,78.0,2,2,235
11362,1581.0,3.0,3.0,76.0,3,3,147
11363,2882.0,5.0,1.0,200.0,4,3,229
11365,2180.0,3.0,3.0,273.0,3,3,235
11367,985.0,2.0,1.0,38.92,2,3,10
11368,950.0,2.0,2.0,35.0,2,0,198
11369,1339.0,2.0,2.0,55.0,2,3,235
11370,1449.0,3.0,1.0,72.0,3,3,235
11372,1100.0,2.0,2.0,38.68,2,3,235
11373,1003.5,2.0,0.0,28.095,2,3,104
11374,2700.0,3.0,2.0,200.0,3,0,135
11375,1100.0,2.0,3.0,55.0,2,3,235
11376,1140.0,2.0,1.0,32.92,2,0,76
11377,3009.0,3.0,2.0,330.0,3,2,198
11378,3300.0,8.0,3.0,310.0,8,3,235
11379,800.0,1.0,2.0,30.0,2,0,57
11380,2000.0,4.0,0.0,65.0,5,0,60
11382,1300.0,2.0,3.0,95.0,2,0,235
11383,1220.0,2.0,2.0,60.0,2,3,129
11384,2289.0,3.0,2.0,178.0,3,3,199
11385,1170.0,2.0,1.0,56.0,2,3,229
11386,1350.0,2.0,2.0,89.5,2,3,235
11387,883.0,2.0,1.0,45.0,2,3,125
11388,1698.0,3.0,2.0,125.0,3,0,214
11389,2187.5,4.0,0.0,105.0,4,3,77
11390,1060.0,2.0,1.0,58.5,2,3,12
11391,1185.0,2.0,2.0,75.0,2,3,207
11392,2051.0,3.0,1.0,180.0,3,3,180
11393,1404.0,2.0,1.0,72.0,2,3,228
11394,1252.0,2.0,1.0,67.0,2,3,77
11395,1885.0,3.0,1.0,125.0,3,3,36
11396,3381.0,6.0,3.0,225.0,6,0,122
11397,980.0,2.0,2.0,42.0,2,3,101
11398,2500.0,3.0,3.0,340.0,3,3,190
11399,1420.0,3.0,1.0,66.0,3,3,28
11401,2312.0,3.0,2.0,156.0,3,0,235
11403,1175.0,2.0,1.0,70.0,2,0,235
11404,1145.0,2.0,2.0,51.0,2,3,235
11405,970.0,2.0,1.0,52.5,2,0,45
11406,1125.0,2.0,1.0,32.49,2,0,76
11407,1639.5,3.0,0.0,92.63,3,3,229
11409,2150.0,3.0,3.0,240.0,3,0,235
11410,1635.0,3.0,1.0,57.0,3,3,192
11411,3425.0,3.0,1.0,320.0,3,0,92
11412,2950.0,4.0,3.0,253.0,4,0,97
11413,1200.0,2.0,1.0,66.0,1,3,113
11414,1335.0,2.0,2.0,73.43,3,3,134
11415,4450.0,6.0,0.0,449.0,4,3,93
11416,1166.0,2.0,1.0,64.08,2,3,234
11417,2390.0,3.0,1.0,372.0,3,3,190
11418,1460.0,2.0,1.0,90.0,3,3,205
11419,1690.0,3.0,3.0,50.0,3,3,235
11420,1386.0,3.0,2.0,93.0,4,2,235
11421,1090.0,2.0,2.0,32.0,2,3,235
11422,1732.0,3.0,1.0,85.73,3,3,214
11423,1390.0,2.0,1.0,72.0,2,3,229
11424,1095.0,2.0,1.0,85.41,2,0,201
11425,416.0,1.0,1.0,17.19,1,3,137
11426,2400.0,2.0,3.0,50.0,3,3,235
11427,1350.0,2.0,3.0,85.0,3,0,231
11428,1453.0,2.0,2.0,73.0,3,0,36
11429,1226.0,2.0,1.0,65.0,2,3,214
11431,1168.0,2.0,1.0,68.0,3,3,95
11432,1776.0,3.0,2.0,124.0,3,3,35
11433,1634.0,3.0,2.0,68.0,3,0,229
11434,860.0,2.0,0.0,56.0,2,2,101
11435,2800.0,3.0,1.0,400.0,3,2,235
11436,1650.0,3.0,2.0,95.0,3,3,172
11437,1190.0,2.0,1.0,70.0,2,3,229
11438,1133.0,2.0,1.0,33.99,2,3,111
11439,1559.0,3.0,2.0,62.0,3,3,235
11440,1448.0,4.0,0.0,118.0,3,2,100
11441,6652.0,6.0,1.0,510.0,4,3,235
11442,976.0,2.0,1.0,50.0,2,3,140
11443,1350.0,4.0,3.0,240.0,4,2,235
11444,1590.0,2.0,2.0,54.0,3,3,231
11445,2940.0,6.0,2.0,201.0,4,3,47
11446,1633.0,3.0,2.0,110.0,3,0,231
11447,1151.0,2.0,2.0,46.0,2,3,192
11448,1400.0,2.0,2.0,42.0,3,3,139
11449,1037.0,2.0,1.0,36.0,2,3,220
11450,1188.0,2.0,1.0,36.0,2,3,214
11451,1060.0,2.0,1.0,52.0,2,3,235
11452,2215.0,4.0,2.0,162.0,3,3,215
11453,1255.0,2.0,2.0,54.5,2,3,96
11454,2500.0,2.0,1.0,300.0,3,2,235
11455,1075.0,2.0,1.0,53.7,2,3,101
11456,2569.0,5.0,3.0,180.0,4,3,92
11457,900.0,2.0,1.0,27.0,2,3,108
11458,1183.0,2.0,1.0,79.54,2,3,149
11459,1100.0,2.0,2.0,44.0,2,3,90
11460,1643.0,2.0,2.0,70.0,3,3,80
11461,1500.0,2.0,2.0,120.0,3,3,235
11462,1291.0,2.0,1.0,75.0,2,3,112
11463,1150.0,3.0,2.0,80.0,3,2,96
11464,1060.0,2.0,1.0,55.0,2,3,76
11465,1575.0,2.0,2.0,110.0,3,3,6
11467,1700.0,3.0,2.0,55.0,4,0,235
11468,1236.0,2.0,1.0,58.0,2,3,157
11469,1350.0,2.0,2.0,39.0,3,0,193
11470,2475.0,4.0,3.0,326.0,3,3,161
11473,1200.0,2.0,1.0,34.66,2,0,76
11475,1225.0,2.0,2.0,56.0,2,0,92
11476,1056.0,2.0,1.0,75.0,2,3,214
11477,1240.0,2.0,2.0,42.85,3,3,8
11478,1200.0,3.0,2.0,74.52,3,3,28
11479,1850.0,3.0,2.0,110.0,3,3,149
11480,3150.0,4.0,3.0,180.0,4,3,235
11481,1200.0,1.0,0.0,39.82,1,0,235
11483,3520.0,6.0,1.0,460.0,5,0,235
11484,1185.0,2.0,2.0,30.22,3,3,57
11485,918.0,2.0,2.0,56.0,2,3,115
11486,1330.0,2.0,2.0,68.0,3,3,235
11487,1540.0,2.0,3.0,70.0,3,0,166
11488,1200.0,2.0,2.0,80.0,2,3,154
11489,927.0,2.0,2.0,37.0,2,3,235
11490,2585.5,4.0,0.0,115.0,4,0,198
11491,1400.0,2.0,2.0,78.0,3,3,55
11492,1345.0,2.0,2.0,106.0,2,3,105
11493,1900.0,3.0,1.0,400.0,4,0,1
11494,1510.0,2.0,3.0,80.0,2,3,7
11497,1500.0,3.0,1.0,61.52,3,2,108
11498,827.5,1.0,0.0,42.535,1,3,231
11499,1100.0,2.0,2.0,72.0,3,3,224
11500,1200.0,3.0,1.0,68.0,3,0,235
11501,1100.0,3.0,2.0,53.0,3,3,129
11502,2282.0,4.0,0.0,115.0,4,1,101
11503,760.0,2.0,1.0,37.49,2,0,235
11504,2172.0,3.0,0.0,100.0,3,2,198
11507,3300.0,3.0,2.0,165.0,3,3,7
11508,1242.0,3.0,1.0,51.0,3,3,216
11509,410.0,1.0,1.0,48.0,1,2,235
11510,1245.0,2.0,2.0,43.58,3,3,220
11511,1088.0,2.0,2.0,44.0,2,0,119
11512,1200.0,2.0,0.0,46.0,2,0,195
11513,1995.0,3.0,1.0,100.0,3,2,212
11514,1309.0,2.0,1.0,82.0,2,3,91
11515,1717.0,3.0,2.0,200.0,3,3,235
11516,2100.0,3.0,2.0,200.0,3,3,6
11517,880.0,1.0,0.0,90.0,2,2,235
11519,1250.0,3.0,2.0,42.0,3,3,235
11520,3520.0,5.0,2.0,240.0,3,3,93
11521,1041.0,2.0,2.0,54.0,2,3,4
11522,1505.0,2.0,2.0,60.0,3,3,199
11523,1776.0,3.0,2.0,150.0,3,3,35
11524,1767.0,3.0,2.0,89.0,3,3,42
11525,1293.0,2.0,2.0,80.0,2,3,235
11526,1320.0,2.0,1.0,50.0,2,3,137
11527,1280.0,2.0,2.0,68.48,2,0,235
11528,1245.0,2.0,1.0,83.05,2,3,214
11529,1027.0,1.0,2.0,44.0,2,3,91
11531,1100.0,3.0,2.0,58.0,3,3,129
11532,1065.0,3.0,1.0,72.0,3,2,235
11533,1814.0,3.0,1.0,129.0,3,3,130
11534,1610.0,2.0,1.0,112.0,3,3,192
11535,850.0,1.0,1.0,78.0,1,0,150
11536,1600.0,3.0,3.0,79.0,3,3,132
11537,3200.0,4.0,2.0,140.0,3,3,235
11538,1250.0,2.0,1.0,77.13,3,0,235
11539,1243.0,2.0,2.0,46.0,2,3,91
11540,1452.0,3.0,3.0,60.98,3,3,129
11541,1475.0,3.0,3.0,75.0,3,3,235
11542,1353.0,2.0,3.0,75.0,2,3,76
11543,2100.0,3.0,0.0,210.0,4,1,235
11544,1750.0,3.0,2.0,58.0,3,3,78
11545,4800.0,4.0,3.0,550.0,4,2,229
11546,1270.0,2.0,1.0,96.0,2,0,195
11547,2700.0,3.0,0.0,75.0,4,0,39
11549,2695.0,4.0,3.0,188.0,4,0,214
11550,1330.0,3.0,2.0,65.0,3,3,235
11551,660.0,1.0,0.0,18.0,2,0,76
11552,1400.0,2.0,3.0,90.0,2,3,23
11553,4000.0,5.0,1.0,195.0,4,0,86
11554,1700.0,3.0,2.0,75.0,3,3,129
11555,1585.0,2.0,2.0,90.0,2,0,132
11556,1385.0,3.0,3.0,67.0,3,3,147
11557,1128.0,2.0,1.0,67.0,2,3,76
11560,1203.0,2.0,2.0,60.0,2,3,90
11561,905.0,2.0,1.0,35.0,2,3,159
11562,1450.0,3.0,2.0,79.0,3,3,97
11563,1105.0,2.0,3.0,38.0,2,3,221
11564,1200.0,2.0,1.0,46.13,2,2,58
11565,1530.0,2.0,3.0,89.0,3,3,113
11566,1105.0,2.0,1.0,35.4,2,3,229
11567,1333.0,2.0,1.0,78.56,2,3,67
11568,1065.0,2.0,2.0,45.0,2,0,235
11570,1243.0,2.0,2.0,46.0,2,3,91
11571,1530.0,3.0,2.0,76.34,3,3,179
11572,1200.0,2.0,1.0,65.0,2,2,163
11573,1270.0,2.0,1.0,94.0,2,3,229
11574,1830.0,3.0,3.0,89.0,3,3,42
11575,900.0,2.0,3.0,35.0,2,3,57
11576,2400.0,2.0,2.0,250.0,4,2,21
11577,7000.0,6.0,2.0,560.0,6,2,235
11578,1450.0,2.0,2.0,78.0,3,3,36
11579,1525.0,3.0,3.0,65.0,3,3,235
11580,1080.0,2.0,1.0,67.0,2,0,158
11581,1220.0,2.0,2.0,72.0,2,0,235
11582,1200.0,2.0,2.0,44.4,2,3,41
11583,1355.0,2.0,0.0,73.17,2,3,49
11584,2400.0,3.0,0.0,348.0,3,2,187
11585,1500.0,2.0,2.0,60.0,2,3,235
11586,1355.0,2.0,2.0,95.0,2,0,145
11587,1070.0,2.0,1.0,57.0,2,0,76
11588,1980.0,4.0,1.0,180.0,3,3,55
11589,842.0,2.0,2.0,30.0,2,3,50
11590,700.0,1.0,1.0,31.2,1,3,36
11592,1884.0,3.0,2.0,95.0,3,0,235
11593,1100.0,2.0,2.0,75.0,2,0,235
11594,1196.0,2.0,2.0,40.54,2,3,189
11595,1820.0,3.0,2.0,85.0,3,3,54
11597,1185.0,2.0,2.0,43.5,2,3,214
11598,2145.0,3.0,2.0,170.0,3,3,221
11599,1220.0,2.0,1.0,89.0,2,3,229
11600,1116.0,2.0,3.0,51.91,2,3,229
11601,1192.0,2.0,3.0,75.0,2,3,5
11602,1449.0,3.0,2.0,110.0,3,3,162
11603,2500.0,3.0,1.0,250.0,3,2,19
11604,1700.0,3.0,2.0,90.0,3,0,76
11605,1920.0,3.0,2.0,150.0,3,3,93
11606,1350.0,2.0,0.0,90.0,2,2,235
11607,4800.0,5.0,2.0,350.0,4,2,235
11608,1700.0,3.0,2.0,74.0,3,0,235
11609,1447.0,3.0,2.0,76.0,2,3,98
11610,1329.0,2.0,1.0,107.0,2,3,129
11611,1314.0,2.0,2.0,70.44,3,0,199
11612,1200.0,3.0,2.0,110.0,3,2,235
11614,1513.0,3.0,1.0,103.0,3,3,102
11616,1246.0,2.0,1.0,67.5,2,3,228
11617,705.0,1.0,1.0,65.0,1,3,235
11618,1220.0,2.0,2.0,62.0,2,3,67
11619,1800.0,2.0,1.0,45.0,3,3,232
11620,1400.0,3.0,2.0,75.0,3,3,135
11621,1245.0,2.0,2.0,80.0,2,3,132
11622,1495.0,2.0,1.0,63.0,3,3,235
11623,2000.0,2.0,2.0,275.0,3,2,173
11624,996.0,2.0,2.0,36.5,2,0,83
11625,1000.0,2.0,1.0,44.0,2,0,232
11626,1250.0,2.0,3.0,75.0,2,0,235
11627,975.0,2.0,1.0,24.86,2,3,57
11628,1261.0,2.0,1.0,80.0,3,3,214
11629,1080.0,2.0,2.0,46.0,2,0,78
11630,1230.0,2.0,1.0,50.0,2,3,235
11631,982.0,2.0,2.0,25.53,2,3,127
11632,1260.0,3.0,1.0,49.36,3,3,50
11633,1590.0,2.0,2.0,135.0,3,3,90
11634,1220.0,2.0,2.0,39.0,2,3,99
11635,1320.0,2.0,1.0,38.12,3,3,77
11636,1750.0,3.0,2.0,105.0,3,3,85
11637,1436.0,2.0,3.0,62.15,3,3,229
11638,1200.0,2.0,0.0,66.0,3,2,212
11640,1560.0,3.0,2.0,90.0,3,3,221
11641,3758.0,3.0,1.0,300.0,3,3,229
11642,1275.0,2.0,2.0,59.0,2,3,235
11643,1040.0,2.0,2.0,36.4,2,3,235
11644,2400.0,3.0,2.0,115.0,3,3,42
11646,3150.0,5.0,1.0,212.0,4,2,121
11647,1960.0,3.0,2.0,165.0,3,3,131
11648,3200.0,5.0,3.0,309.0,4,3,111
11649,1195.0,2.0,2.0,100.0,2,3,234
11650,1195.0,2.0,0.0,53.105,2,3,231
11651,4500.0,5.0,2.0,145.0,5,3,103
11653,4304.0,4.0,2.0,699.0,4,2,235
11654,648.0,1.0,1.0,40.0,1,3,235
11655,2100.0,3.0,2.0,130.0,3,3,199
11656,4209.0,4.0,2.0,602.0,4,3,235
11657,1027.0,2.0,1.0,44.0,2,3,148
11658,1575.0,4.0,3.0,250.0,4,2,229
11659,1365.0,3.0,1.0,52.82,3,3,50
11660,650.0,1.0,1.0,18.0,1,3,232
11661,1200.0,2.0,1.0,52.0,3,2,57
11662,1100.0,2.0,3.0,90.0,2,3,63
11663,1075.0,2.0,1.0,57.0,3,0,6
11664,1100.0,2.0,1.0,63.0,2,3,28
11665,1320.0,2.0,1.0,58.0,3,3,235
11666,1500.0,3.0,2.0,65.0,3,3,127
11669,1246.0,2.0,1.0,67.5,2,3,228
11670,1718.0,3.0,2.0,90.2,3,3,45
11671,1075.0,2.0,1.0,32.0,3,3,48
11672,1480.0,3.0,1.0,75.48,3,3,235
11673,500.0,1.0,1.0,13.0,1,3,235
11674,2400.0,4.0,1.0,325.0,5,2,235
11676,1041.0,2.0,1.0,36.44,2,3,129
11677,1128.0,2.0,2.0,48.4,2,3,235
11678,1685.0,3.0,1.0,90.0,3,3,105
11679,1180.0,2.0,2.0,65.0,2,3,235
11680,1200.0,2.0,1.0,60.0,2,0,235
11681,1250.0,3.0,2.0,39.5,3,3,235
11682,900.0,2.0,1.0,41.0,2,3,129
11683,1000.0,2.0,1.0,45.0,2,0,235
11686,1404.0,2.0,1.0,70.0,2,3,228
11687,1610.0,2.0,2.0,115.0,3,3,192
11688,1760.0,2.0,1.0,85.0,2,3,221
11689,975.0,2.0,1.0,55.0,2,3,235
11690,1190.0,2.0,2.0,42.0,2,0,235
11691,1110.0,2.0,1.0,46.0,2,0,148
11692,2415.0,3.0,2.0,399.0,3,3,190
11693,1235.0,2.0,2.0,44.5,2,3,87
11694,1275.0,2.0,3.0,55.0,2,3,235
11695,1115.0,2.0,1.0,115.0,2,0,235
11696,1197.0,2.0,1.0,76.0,2,3,92
11697,644.0,1.0,1.0,32.0,1,3,41
11698,1251.0,2.0,3.0,47.0,2,3,42
11699,1105.0,2.0,2.0,30.0,2,3,176
11700,1080.0,2.0,2.0,38.0,2,3,235
11701,2100.0,3.0,1.0,114.0,4,3,148
11702,1600.0,4.0,1.0,200.0,4,2,126
11703,1731.0,3.0,3.0,64.11,3,3,170
11704,1206.0,2.0,1.0,55.0,2,3,101
11705,1560.0,3.0,2.0,78.0,3,3,62
11706,750.0,1.0,2.0,47.0,1,3,6
11707,1035.0,2.0,2.0,90.0,2,0,46
11709,702.0,1.0,0.0,35.8,1,3,199
11710,1700.0,3.0,1.0,65.0,3,2,21
11711,1145.0,2.0,2.0,68.5,2,3,89
11712,1208.0,2.0,2.0,43.5,3,3,193
11713,1589.0,3.0,2.0,74.0,3,3,53
11715,1426.0,2.0,2.0,61.5,3,3,232
11716,1885.0,3.0,2.0,135.0,3,3,85
11717,935.0,2.0,0.0,37.77,2,3,179
11718,1171.0,2.0,2.0,73.0,2,3,179
11719,1465.0,2.0,3.0,60.0,2,3,206
11720,1820.0,3.0,2.0,95.0,3,3,54
11721,1580.0,2.0,2.0,66.85,3,3,189
11722,1452.0,2.0,2.0,46.29,3,3,229
11723,1445.0,2.0,1.0,89.56,3,3,97
11724,1170.0,2.0,1.0,39.0,2,3,235
11725,1070.0,2.0,1.0,50.0,2,3,235
11726,1100.0,3.0,2.0,53.0,3,3,129
11727,1140.0,2.0,2.0,56.0,2,3,147
11728,2600.0,3.0,2.0,160.0,3,0,188
11729,1532.0,3.0,2.0,59.75,3,3,235
11730,1150.0,2.0,1.0,46.0,2,3,235
11731,1473.0,2.0,1.0,85.0,2,3,112
11732,1350.0,3.0,2.0,80.99,3,3,134
11733,4040.0,4.0,0.0,500.0,4,3,186
11734,1980.0,4.0,2.0,166.0,3,3,55
11735,1660.0,3.0,2.0,128.0,3,3,98
11736,2456.0,7.0,2.0,85.0,7,2,143
11737,650.0,2.0,2.0,45.0,2,3,56
11738,4000.0,5.0,2.0,425.0,5,2,176
11739,2475.0,4.0,3.0,340.0,3,3,161
11740,1495.0,3.0,2.0,90.0,3,3,235
11741,1080.0,2.0,1.0,48.0,2,3,187
11742,1521.0,2.0,2.0,57.5,3,3,76
11743,1053.0,2.0,0.0,51.0,2,0,235
11744,2406.0,5.0,2.0,289.0,3,3,47
11746,1050.0,2.0,1.0,42.0,2,3,6
11747,1430.0,2.0,2.0,51.48,3,3,214
11748,2400.0,3.0,2.0,12.0,3,0,40
11749,1250.0,3.0,2.0,39.0,3,3,235
11751,840.0,1.0,1.0,150.0,1,0,219
11752,1000.0,2.0,2.0,39.5,2,3,220
11753,1630.0,3.0,3.0,68.0,3,3,36
11754,985.0,2.0,1.0,40.5,2,3,127
11755,1200.0,2.0,2.0,70.0,2,3,23
11756,1650.0,3.0,3.0,100.0,3,0,12
11757,1670.0,3.0,2.0,59.0,3,3,165
11759,1240.0,4.0,0.0,110.0,4,2,199
11760,1000.0,2.0,2.0,60.0,2,0,235
11761,830.0,2.0,2.0,26.0,2,3,235
11762,1200.0,3.0,1.0,56.1,3,2,192
11763,9600.0,7.0,2.0,2736.0,5,2,235
11764,2500.0,6.0,0.0,122.5,4,3,41
11765,1140.0,2.0,2.0,43.0,2,3,91
11766,1635.0,3.0,3.0,85.0,3,3,171
11767,1120.0,2.0,1.0,70.0,2,0,90
11768,2750.0,6.0,3.0,200.0,6,2,235
11769,1760.0,3.0,2.0,185.0,3,3,202
11770,2137.0,3.0,2.0,110.0,3,3,92
11771,973.0,2.0,1.0,50.74,2,3,97
11772,1724.0,3.0,1.0,146.0,3,3,151
11773,1020.0,2.0,2.0,40.79,2,3,28
11775,750.0,1.0,1.0,35.0,1,3,76
11776,883.0,2.0,1.0,49.0,2,3,125
11777,660.0,2.0,0.0,76.0,2,0,235
11778,2787.0,5.0,2.0,220.0,4,3,192
11779,1470.0,2.0,3.0,60.0,3,0,235
11780,891.0,2.0,1.0,24.95,2,3,78
11781,1275.0,2.0,1.0,76.0,2,0,235
11782,1787.0,3.0,2.0,120.0,3,3,147
11783,1730.0,5.0,2.0,75.0,5,0,7
11784,1320.0,2.0,2.0,110.0,2,3,199
11785,1692.0,3.0,3.0,108.0,3,3,234
11786,1400.0,3.0,2.0,69.0,3,3,36
11787,1115.0,2.0,1.0,50.0,2,3,199
11788,1370.0,2.0,2.0,56.0,2,3,229
11789,1602.0,3.0,2.0,56.0,3,3,235
11790,793.0,1.0,1.0,40.0,1,0,235
11791,675.0,1.0,1.0,35.0,1,3,80
11792,3250.0,4.0,2.0,136.0,4,0,59
11793,1050.0,2.0,3.0,43.0,2,3,229
11794,1035.0,2.0,1.0,42.5,2,0,114
11795,1200.0,2.0,2.0,44.0,3,3,199
11796,1800.0,3.0,2.0,128.0,3,3,199
11797,1625.0,3.0,2.0,70.0,3,0,85
11798,1032.0,2.0,1.0,31.99,2,3,78
11799,1496.0,2.0,1.0,71.81,3,3,229
11800,1100.0,2.0,2.0,38.0,2,3,235
11801,1500.0,3.0,2.0,50.0,3,0,151
11802,1125.0,2.0,1.0,32.63,2,0,77
11803,1555.0,3.0,3.0,73.0,3,3,235
11804,1025.0,2.0,1.0,42.0,2,3,14
11805,1482.0,2.0,1.0,83.73,3,3,97
11806,1630.0,2.0,2.0,130.0,3,3,235
11807,900.0,2.0,1.0,44.5,2,3,20
11808,1355.0,2.0,3.0,75.0,3,3,231
11809,2360.0,4.0,2.0,601.0,4,2,235
11810,1200.0,2.0,2.0,45.0,2,0,11
11811,1563.0,3.0,2.0,63.0,3,3,235
11812,1344.0,4.0,1.0,84.0,4,2,235
11813,3000.0,3.0,2.0,400.0,3,3,235
11814,812.0,2.0,1.0,42.0,2,3,4
11815,1200.0,2.0,1.0,70.0,2,0,38
11816,3175.0,4.0,1.0,156.0,4,3,231
11817,1360.0,2.0,1.0,101.0,2,3,162
11818,1835.0,3.0,3.0,88.0,3,3,95
11819,1756.0,3.0,2.0,110.0,3,0,188
11820,1296.0,2.0,2.0,51.83,3,3,7
11821,1300.0,2.0,1.0,75.0,2,3,91
11822,1141.0,2.0,1.0,50.0,2,3,15
11823,1270.0,2.0,2.0,50.79,3,3,185
11824,1210.0,2.0,1.0,55.0,2,0,76
11825,1310.0,2.0,2.0,67.0,2,3,101
11827,1187.0,2.0,0.0,55.195,3,3,156
11828,1745.0,3.0,2.0,140.0,3,3,86
11830,1050.0,2.0,2.0,37.0,2,3,189
11831,2400.0,4.0,3.0,500.0,4,2,28
11832,1140.0,2.0,1.0,34.0,2,3,77
11833,1210.0,2.0,2.0,54.0,2,3,221
11834,2035.0,3.0,2.0,142.0,3,3,132
11835,633.0,1.0,1.0,17.09,1,3,198
11836,485.0,1.0,1.0,19.5,1,0,14
11837,1112.0,2.0,2.0,40.0,2,3,221
11838,1200.0,2.0,0.0,82.0,2,2,235
11839,2275.0,4.0,2.0,187.0,3,3,199
11840,1419.0,3.0,2.0,85.0,3,3,235
11842,2020.0,3.0,3.0,270.0,3,0,235
11843,1047.0,2.0,2.0,91.0,2,3,151
11844,1884.0,4.0,2.0,117.0,3,3,214
11845,1200.0,3.0,2.0,149.0,3,2,160
11846,905.0,2.0,1.0,58.0,2,3,36
11847,1500.0,2.0,1.0,108.0,3,3,111
11848,850.0,1.0,0.0,50.0,1,0,235
11849,1125.0,2.0,1.0,32.49,2,0,51
11850,1165.0,2.0,2.0,59.8,2,0,217
11851,933.0,2.0,0.0,55.0,2,0,235
11852,1305.0,2.0,1.0,77.0,3,3,97
11853,1125.0,2.0,1.0,65.0,2,3,46
11854,865.0,2.0,2.0,33.0,2,3,235
11855,1245.0,3.0,3.0,66.0,3,3,115
11856,8840.0,2.0,3.0,300.0,2,3,124
11857,1145.0,2.0,2.0,60.0,3,3,235
11858,2000.0,3.0,1.0,90.0,3,0,9
11859,625.0,1.0,1.0,43.68,1,3,102
11860,1724.0,3.0,2.0,128.0,3,3,151
11861,400.0,1.0,1.0,75.0,1,2,235
11862,1270.0,2.0,1.0,54.0,3,3,199
11863,1250.0,3.0,2.0,39.5,3,3,235
11864,1485.0,3.0,2.0,72.0,3,3,112
11865,823.0,2.0,1.0,80.0,2,3,235
11866,990.0,2.0,2.0,50.0,2,3,6
11867,1200.0,2.0,0.0,66.0,3,2,212
11868,1185.0,2.0,2.0,59.0,2,3,147
11869,1140.0,2.0,1.0,78.0,2,3,118
11870,1950.0,4.0,2.0,120.0,3,3,13
11871,1756.0,3.0,2.0,125.0,3,3,231
11872,2600.0,4.0,2.0,300.0,4,0,150
11873,520.0,1.0,1.0,14.04,1,3,57
